,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
3796,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
3797,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
3798,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
3799,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
3800,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
3801,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
3802,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
3803,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
3804,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
3805,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
3806,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
3807,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
3808,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
3809,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
3810,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
3811,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
3812,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
3813,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
3814,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
3815,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
3816,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
3817,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
3818,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
3819,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
3820,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
3821,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
3822,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
3823,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
3824,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
3825,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
3826,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
3827,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
3828,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
3829,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
3830,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
3831,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3832,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
3833,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
3834,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
3835,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
3836,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3837,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
3838,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
3839,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
3840,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
3841,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
3842,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
3843,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
3844,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
3845,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
3846,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
3847,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
3848,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
3849,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
3850,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
3851,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
3852,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
3853,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
3854,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
3855,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
3856,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
3857,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
3858,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
3859,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
3860,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
3861,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
3862,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
3863,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
3864,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
3865,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
3866,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
3867,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
3868,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
3869,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
3870,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
3871,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
3872,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3873,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
3874,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
3875,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
3876,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
3877,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3878,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
3879,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
3880,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
3881,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
3882,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
3883,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
3884,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
3885,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
3886,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
3887,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
3888,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
3889,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
3890,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
3891,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
3892,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
3893,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
3894,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
3895,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
3896,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
3897,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
3898,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
3899,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
3900,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
3901,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
3902,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
3903,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
3904,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
3905,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
3906,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
3907,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
3908,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
3909,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
3910,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
3911,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
3912,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
3913,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3914,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
3915,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
3916,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
3917,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
3918,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3919,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
3920,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
3921,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
3922,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
3923,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
3924,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
3925,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
3926,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
3927,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
3928,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
3929,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
3930,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
3931,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
3932,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
3933,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
3934,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
3935,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
3936,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
3937,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
3938,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
3939,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
3940,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
3941,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
3942,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
3943,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
3944,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
3945,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
3946,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
3947,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
3948,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
3949,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
3950,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
3951,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
3952,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
3953,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
3954,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3955,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
3956,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
3957,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
3958,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
3959,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3960,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
3961,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
3962,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
3963,የሳንባ ምች,ብርድ ብርድ ማለት,ድካም,ሳል,ከፍተኛ_ትኩሳት
3964,ዲሞርፊክ ሄሞሮይድስ (ክምር),የሆድ ድርቀት,በአንጀት_እንቅስቃሴ_ጊዜ_ህመም,pain_in_anal_region,ደም የተሞላ_ሰገራ
3965,የልብ ድካም,ማስታወክ,ትንፋሽ ማጣት,ማላብ,የደረት_ህመም
3966,የ varicose ደም መላሽ ቧንቧዎች,ድካም,ቁርጠት,መሰባበር,ከመጠን ያለፈ ውፍረት
3967,ሃይፖታይሮዲዝም,ድካም,ክብደት_መጨመር,ቀዝቃዛ_እጅ_እና_እግር,የስሜት_መለዋወጥ
3968,ሃይፐርታይሮዲዝም,ድካም,የስሜት_መለዋወጥ,ክብደት_መቀነስ,እረፍት ማጣት
3969,ሃይፖግላይሴሚያ,ማስታወክ,ድካም,ጭንቀት,ማላብ
3970,የአርትሮሲስ በሽታ,የመገጣጠሚያ_ህመም,የአንገት_ህመም,የጉልበት_ህመም,hip_የመገጣጠሚያ_ህመም
3971,አርትራይተስ,የጡንቻ_ደካማነት,አንገተ ደንዳና,እብጠት_መገጣጠሚያዎች,የእንቅስቃሴ_ግትርነት
3972,(vertigo) Paroymsal  Positional Vertigo,ማስታወክ,ራስ ምታት,ማቅለሽለሽ,የሚሽከረከር_እንቅስቃሴዎች
3973,ብጉር,የቆዳ_ሽፍታ,መግል_የተሞላ_ብጉር,ጥቁር ነጠብጣቦች,የሚንቀጠቀጡ
3974,የሽንት ቧንቧ ኢንፌክሽን,ሚኪቱሪሽን ማቃጠል,የፊኛ ምቾት ማጣት,የሽንት መጥፎ ሽታ,የማያቋርጥ_የሽንት_ስሜት
3975,Psoriasis,የቆዳ_ሽፍታ,የመገጣጠሚያ_ህመም,የቆዳ_መፋቅ,ብር_የሚመስል_አቧራ
3976,ኢምፔቲጎ,የቆዳ_ሽፍታ,ከፍተኛ_ትኩሳት,አረፋ,በአፍንጫ_ዙሪያ_ቀይ_ቁስል
3977,የፈንገስ ኢንፌክሽን,እከክ,የቆዳ_ሽፍታ,ኖዳል_ቆዳ_ፍንዳታዎች,dischromic _patches
3978,አለርጂ,የማያቋርጥ_ማስነጠስ,መንቀጥቀጥ,ብርድ ብርድ ማለት,ከዓይን_ማጠጣት
3979,GERD,የሆድ_ህመም,አሲድነት,በምላስ_ላይ_ቁስል,ማስታወክ
3980,ሥር የሰደደ ኮሌስትሮል,እከክ,ማስታወክ,ቢጫ_ቆዳ,ማቅለሽለሽ
3981,የመድሃኒት ምላሽ,እከክ,የቆዳ_ሽፍታ,የሆድ_ህመም,ሚኪቱሪሽን ማቃጠል
3982,የፔፕቲክ ቁስለት በሽታ,ማስታወክ,የምግብ አለመፈጨት ችግር,የምግብ ፍላጎት_ማጣት,የሆድ_ህመም
3983,AIDS,ጡንቻ_ማባከን,በጉሮሮ ውስጥ_ጥፍሮች,ከፍተኛ_ትኩሳት,ከጋብቻ ውጪ ያሉ እውቂያዎች
3984,የስኳር በሽታ,ድካም,ክብደት_መቀነስ,እረፍት ማጣት,ግድየለሽነት
3985,የጨጓራ እጢ (gastroenteritis).,ማስታወክ,የደነቆረ_አይኖች,ድርቀት,ተቅማጥ
3986,ብሮንካይያል አስም,ድካም,ሳል,ከፍተኛ_ትኩሳት,ትንፋሽ ማጣት
3987,የደም ግፊት,ራስ ምታት,የደረት_ህመም,መፍዘዝ,ሚዛን_ማጣት
3988,ማይግሬን,አሲድነት,የምግብ አለመፈጨት ችግር,ራስ ምታት,የደበዘዘ_እና_የተዛባ_ዕይታ
3989,የማኅጸን ጫፍ ስፖንዶሎሲስ,የጀርባ_ህመም,በእግሮች ውስጥ_ደካማነት,የአንገት_ህመም,መፍዘዝ
3990,ሽባ (የአንጎል ደም መፍሰስ),ማስታወክ,ራስ ምታት,የአንድ_አካል_ጎን_ደካማነት,ተቀይሯል_sensorium
3991,አገርጥቶትና,እከክ,ማስታወክ,ድካም,ክብደት_መቀነስ
3992,ወባ,ብርድ ብርድ ማለት,ማስታወክ,ከፍተኛ_ትኩሳት,ማላብ
3993,የዶሮ ፐክስ,እከክ,የቆዳ_ሽፍታ,ድካም,ግድየለሽነት
3994,ዴንጊ,የቆዳ_ሽፍታ,ብርድ ብርድ ማለት,የመገጣጠሚያ_ህመም,ማስታወክ
3995,ታይፎይድ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
3996,ሄፓታይተስ ኤ,የመገጣጠሚያ_ህመም,ማስታወክ,ቢጫ_ቆዳ,ጨለማ_ሽንት
3997,ሄፓታይተስ ቢ,እከክ,ድካም,ግድየለሽነት,ቢጫ_ቆዳ
3998,ሄፓታይተስ ሲ,ድካም,ቢጫ_ቆዳ,ማቅለሽለሽ,የምግብ ፍላጎት_ማጣት
3999,ሄፓታይተስ ዲ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ቢጫ_ቆዳ
4000,ሄፓታይተስ ኢ,የመገጣጠሚያ_ህመም,ማስታወክ,ድካም,ከፍተኛ_ትኩሳት
4001,የአልኮል ሄፓታይተስ,ማስታወክ,ቢጫ_ቆዳ,የሆድ_ህመም,የሆድ_እብጠት
4002,የሳንባ ነቀርሳ በሽታ,ብርድ ብርድ ማለት,ማስታወክ,ድካም,ክብደት_መቀነስ
4003,የጋራ ቅዝቃዜ,የማያቋርጥ_ማስነጠስ,ብርድ ብርድ ማለት,ድካም,ሳል
